Word,Frequency,Percentage
Может,19,0.01%
тон,19,0.01%
крыльцо,19,0.01%
жестом,19,0.01%
служить,19,0.01%
поздно,19,0.01%
заплакала,19,0.01%
свиты,19,0.01%
Москвы,19,0.01%
лежала,19,0.01%
ротмистр,19,0.01%
посмотрела,19,0.01%
ждать,19,0.01%
Хотя,19,0.01%
линии,19,0.01%
jeune,19,0.01%
ждал,19,0.01%
лицах,19,0.01%
От,19,0.01%
Дмитриевны,19,0.01%
речь,19,0.01%
sont,19,0.01%
lui,19,0.01%
оглядывался,19,0.01%
прошли,19,0.01%
поцеловала,19,0.01%
показать,19,0.01%
упал,19,0.01%
довольно,19,0.01%
понимая,19,0.01%
можете,19,0.01%
увидала,19,0.01%
части,19,0.01%
Les,19,0.01%
великого,19,0.01%
этими,19,0.01%
начинал,19,0.01%
Александр,19,0.01%
такою,19,0.01%
блестящими,19,0.01%
pauvre,19,0.01%
мосту,19,0.01%
французский,19,0.01%
мужчина,19,0.01%
Впереди,19,0.01%
деревню,19,0.01%
кверху,19,0.01%
первого,19,0.01%
угол,19,0.01%
счастлива,19,0.01%
приехали,18,0.01%
Дядюшка,18,0.01%
старому,18,0.01%
Dieu,18,0.01%
обедом,18,0.01%
Болконскому,18,0.01%
книгу,18,0.01%
цели,18,0.01%
маленький,18,0.01%
происходило,18,0.01%
смеха,18,0.01%
рода,18,0.01%
направлению,18,0.01%
маленькую,18,0.01%
умел,18,0.01%
Одно,18,0.01%
петь,18,0.01%
воображении,18,0.01%
вообще,18,0.01%
толпы,18,0.01%
навсегда,18,0.01%
вошли,18,0.01%
имела,18,0.01%
редко,18,0.01%
русски,18,0.01%
таком,18,0.01%
Ростовой,18,0.01%
значительно,18,0.01%
приезд,18,0.01%
лоб,18,0.01%
скажите,18,0.01%
целый,18,0.01%
французские,18,0.01%
Где,18,0.01%
сестры,18,0.01%
оттуда,18,0.01%
первое,18,0.01%
большого,18,0.01%
горя,18,0.01%
одинаково,18,0.01%
нежно,18,0.01%
влюблена,18,0.01%
старика,18,0.01%
плечи,18,0.01%
будем,18,0.01%
«Ну,18,0.01%
сани,18,0.01%
general,18,0.01%
дама,18,0.01%
покраснел,18,0.01%
Non,18,0.01%
поскакал,18,0.01%
Балага,18,0.01%
отворилась,18,0.01%
второй,18,0.01%
видишь,18,0.01%
голубчик,18,0.01%
колонны,18,0.01%
Полковой,18,0.01%
чаю,18,0.01%
прекрасно,18,0.01%
найти,18,0.01%
вздохнул,18,0.01%
вспоминал,18,0.01%
женою,17,0.01%
думает,17,0.01%
словом,17,0.01%
нарочно,17,0.01%
ядро,17,0.01%
левой,17,0.01%
горы,17,0.01%
бросил,17,0.01%
Глаза,17,0.01%
забыл,17,0.01%
Багратиону,17,0.01%
положения,17,0.01%
взять,17,0.01%
плечо,17,0.01%
шагом,17,0.01%
остановиться,17,0.01%
Анну,17,0.01%
Шиншин,17,0.01%
часа,17,0.01%
послал,17,0.01%
вещи,17,0.01%
II,17,0.01%
дней,17,0.01%
бал,17,0.01%
каждым,17,0.01%
шинели,17,0.01%
внимательно,17,0.01%
записку,17,0.01%
чистое,17,0.01%
2,17,0.01%
судить,17,0.01%
тумана,17,0.01%
говоришь,17,0.01%
верю,17,0.01%
бывал,17,0.01%
детей,17,0.01%
рассказывать,17,0.01%
везде,17,0.01%
рассказать,17,0.01%
мама,17,0.01%
величество,17,0.01%
умереть,17,0.01%
возможности,17,0.01%
стыдно,17,0.01%
землю,17,0.01%
плакать,17,0.01%
отношении,17,0.01%
подал,17,0.01%
волосами,17,0.01%
месяца,17,0.01%
Со,17,0.01%
показывая,17,0.01%
Куда,17,0.01%
приказания,17,0.01%
движения,17,0.01%
секунду,17,0.01%
разу,17,0.01%
месту,17,0.01%
ради,17,0.01%
Билибина,17,0.01%
вина,17,0.01%
разных,17,0.01%
думаешь,17,0.01%
необходимо,17,0.01%
смеялся,17,0.01%
будете,17,0.01%
превосходительство,17,0.01%
понимать,17,0.01%
цыпочках,17,0.01%
особенным,17,0.01%
голове,17,0.01%
приедет,17,0.01%
казалась,17,0.01%
лесу,17,0.01%
мужа,17,0.01%
смех,17,0.01%
леса,17,0.01%
дочерью,17,0.01%
Лысых,17,0.01%
чаще,17,0.01%
другая,17,0.01%
веселый,17,0.01%
помню,17,0.01%
Николаем,17,0.01%
половину,17,0.01%
главнокомандующий,17,0.01%
ребенка,17,0.01%
молчания,17,0.01%
обо,17,0.01%
первые,16,0.01%
огромный,16,0.01%
замолчал,16,0.01%
носом,16,0.01%
ногой,16,0.01%
угодно,16,0.01%
клуба,16,0.01%
старательно,16,0.01%
suis,16,0.01%
убит,16,0.01%
сесть,16,0.01%
поднялась,16,0.01%
сестру,16,0.01%
сестре,16,0.01%
залы,16,0.01%
всякую,16,0.01%
каких,16,0.01%
спрашивать,16,0.01%
спрашивала,16,0.01%
взгляда,16,0.01%
карты,16,0.01%
закрыл,16,0.01%
sur,16,0.01%
Неужели,16,0.01%
поговорить,16,0.01%
разговоры,16,0.01%
Сейчас,16,0.01%
ваша,16,0.01%
Мой,16,0.01%
говори,16,0.01%
помнишь,16,0.01%
думаете,16,0.01%
эскадрон,16,0.01%
on,16,0.01%
работу,16,0.01%
дурак,16,0.01%
неделю,16,0.01%
боялась,16,0.01%
медленно,16,0.01%
раненых,16,0.01%
матерью,16,0.01%
половины,16,0.01%
показал,16,0.01%
помощи,16,0.01%
прокричал,16,0.01%
плохо,16,0.01%
совестно,16,0.01%
танцовать,16,0.01%
наша,16,0.01%
понимаешь,16,0.01%
ami,16,0.01%
степени,16,0.01%
Право,16,0.01%
гостья,16,0.01%
молчали,16,0.01%
молодости,16,0.01%
тумане,16,0.01%
Сам,16,0.01%
голова,16,0.01%
кругом,16,0.01%
давая,16,0.01%
1,16,0.01%
ответ,16,0.01%
лакей,16,0.01%
слышала,16,0.01%
телом,16,0.01%
делами,16,0.01%
пальцами,16,0.01%
проводил,16,0.01%
нового,16,0.01%
самая,16,0.01%
видала,16,0.01%
кровати,16,0.01%
кресле,16,0.01%
дамы,16,0.01%
каждом,16,0.01%
французского,16,0.01%
направо,16,0.01%
bonne,16,0.01%
императору,16,0.01%
отношения,16,0.01%
отдал,16,0.01%
знают,16,0.01%
хотели,16,0.01%
слышно,16,0.01%
оглядывая,16,0.01%
держала,16,0.01%
обещал,16,0.01%
Друбецкой,16,0.01%
исполнить,16,0.01%
бутылку,16,0.01%
значение,15,0.01%
девушки,15,0.01%
капитан,15,0.01%
сознание,15,0.01%
играть,15,0.01%
Однако,15,0.01%
спал,15,0.01%
слушать,15,0.01%
история,15,0.01%
участие,15,0.01%
делах,15,0.01%
обмануть,15,0.01%
обнял,15,0.01%
тысячи,15,0.01%
императоров,15,0.01%
совета,15,0.01%
снег,15,0.01%
зло,15,0.01%
снова,15,0.01%
состояние,15,0.01%
пошли,15,0.01%
Денисову,15,0.01%
совет,15,0.01%
несчастие,15,0.01%
лучших,15,0.01%
улыбался,15,0.01%
ложе,15,0.01%
решился,15,0.01%
ритор,15,0.01%
ждала,15,0.01%
Телянин,15,0.01%
неприятель,15,0.01%
желания,15,0.01%
молодым,15,0.01%
покраснела,15,0.01%
любили,15,0.01%
офицеру,15,0.01%
говорило,15,0.01%
указал,15,0.01%
Наконец,15,0.01%
муж,15,0.01%
ряды,15,0.01%
фланга,15,0.01%
писала,15,0.01%
долг,15,0.01%
больших,15,0.01%
поняла,15,0.01%
министра,15,0.01%
вашей,15,0.01%
минута,15,0.01%
виновата,15,0.01%
разумеется,15,0.01%
душу,15,0.01%
Наполеоном,15,0.01%
мгновенно,15,0.01%
велено,15,0.01%
масон,15,0.01%
Или,15,0.01%
прикажете,15,0.01%
Между,15,0.01%
плакала,15,0.01%
улыбку,15,0.01%
побежала,15,0.01%
вон,15,0.01%
быстрыми,15,0.01%
улыбки,15,0.01%
пускай,15,0.01%
стрелять,15,0.01%
получить,15,0.01%
Было,15,0.01%
удивлением,15,0.01%
новый,15,0.01%
сделалось,15,0.01%
бумаги,15,0.01%
Вам,15,0.01%
Анне,15,0.01%
старая,15,0.01%
закрыв,15,0.01%
Михайловны,15,0.01%
Маленькая,15,0.01%
1805,15,0.01%
дому,15,0.01%
сидя,15,0.01%
написал,15,0.01%
глядел,15,0.01%
теми,15,0.01%
поднялся,15,0.01%
готов,15,0.01%
скажи,15,0.01%
выразить,15,0.01%
сказав,15,0.01%
начиная,15,0.01%
халате,15,0.01%
заговорила,15,0.01%
уехать,15,0.01%
забыть,15,0.01%
dune,15,0.01%
удовольствия,15,0.01%
вследствие,15,0.01%
ces,15,0.01%
воды,14,0.01%
Разговор,14,0.01%
При,14,0.01%
усами,14,0.01%
французской,14,0.01%
наше,14,0.01%
провел,14,0.01%
находил,14,0.01%
радость,14,0.01%
эскадрона,14,0.01%
часы,14,0.01%
атаковать,14,0.01%
обращался,14,0.01%
мнения,14,0.01%
начальника,14,0.01%
Какое,14,0.01%
намерен,14,0.01%
пути,14,0.01%
открыл,14,0.01%
брату,14,0.01%
прочь,14,0.01%
притти,14,0.01%
началось,14,0.01%
молодому,14,0.01%
Безуховой,14,0.01%
почувствовала,14,0.01%
гордости,14,0.01%
Et,14,0.01%
крепко,14,0.01%
нисколько,14,0.01%
Илагин,14,0.01%
шагах,14,0.01%
Перонская,14,0.01%
вскрикнула,14,0.01%
Перед,14,0.01%
чувствую,14,0.01%
встали,14,0.01%
переднюю,14,0.01%
сделаю,14,0.01%
выбежала,14,0.01%
До,14,0.01%
каком,14,0.01%
сидит,14,0.01%
силами,14,0.01%
кампании,14,0.01%
скрыть,14,0.01%
Вейротера,14,0.01%
вступить,14,0.01%
силой,14,0.01%
представлялось,14,0.01%
Если,14,0.01%
немец,14,0.01%
разговаривая,14,0.01%
недавно,14,0.01%
«Но,14,0.01%
неестественно,14,0.01%
Nicolas,14,0.01%
«Как,14,0.01%
приехала,14,0.01%
пишет,14,0.01%
«Вот,14,0.01%
Старик,14,0.01%
делом,14,0.01%
имели,14,0.01%
неохотно,14,0.01%
делая,14,0.01%
роты,14,0.01%
ответа,14,0.01%
давал,14,0.01%
рукою,14,0.01%
рысью,14,0.01%
Борисом,14,0.01%
отошел,14,0.01%
шею,14,0.01%
слушала,14,0.01%
толпу,14,0.01%
добра,14,0.01%
жену,14,0.01%
подходя,14,0.01%
главной,14,0.01%
оглянулась,14,0.01%
Данила,14,0.01%
Николенька,14,0.01%
злобно,14,0.01%
стакан,14,0.01%
постели,14,0.01%
ждали,14,0.01%
живет,14,0.01%
строгим,14,0.01%
офицером,14,0.01%
фронте,14,0.01%
блестящих,14,0.01%
дорогой,14,0.01%
оставил,14,0.01%
поскорее,14,0.01%
охотник,14,0.01%
орудий,14,0.01%
благородие,14,0.01%
дуэли,14,0.01%
выражения,14,0.01%
jamais,14,0.01%
стоя,14,0.01%
посмотреть,14,0.01%
занят,14,0.01%
опустил,14,0.01%
etes,14,0.01%
верст,14,0.01%
задумался,14,0.01%
достал,14,0.01%
стоявший,14,0.01%
сомнения,14,0.01%
большая,14,0.01%
спуская,14,0.01%
огонь,14,0.01%
Нынче,14,0.01%
счастливым,14,0.01%
окно,14,0.01%
г,14,0.01%
характер,13,0.01%
Здесь,13,0.01%
испуганным,13,0.01%
кое,13,0.01%
начинать,13,0.01%
преимущественно,13,0.01%
надеюсь,13,0.01%
что…,13,0.01%
делу,13,0.01%
учтиво,13,0.01%
обеду,13,0.01%
слышны,13,0.01%
окну,13,0.01%
чувствует,13,0.01%
dit,13,0.01%
государем,13,0.01%
пройти,13,0.01%
Вилларский,13,0.01%
сделался,13,0.01%
такую,13,0.01%
власти,13,0.01%
ваши,13,0.01%
барышня,13,0.01%
смехом,13,0.01%
белые,13,0.01%
старой,13,0.01%
Горах,13,0.01%
конца,13,0.01%
такт,13,0.01%
ездил,13,0.01%
чувствовали,13,0.01%
среди,13,0.01%
сильно,13,0.01%
слове,13,0.01%
подъезда,13,0.01%
доволен,13,0.01%
веселее,13,0.01%
платком,13,0.01%
Ma,13,0.01%
убил,13,0.01%
великий,13,0.01%
нужным,13,0.01%
высказать,13,0.01%
входя,13,0.01%
войну,13,0.01%
etre,13,0.01%
австрийский,13,0.01%
счастливой,13,0.01%
мною,13,0.01%
Вене,13,0.01%
слава,13,0.01%
какую,13,0.01%
занимали,13,0.01%
показались,13,0.01%
Михайловну,13,0.01%
тою,13,0.01%
Никто,13,0.01%
слыхал,13,0.01%
понимает,13,0.01%
оставаться,13,0.01%
мужчин,13,0.01%
существо,13,0.01%
мужем,13,0.01%
услыхав,13,0.01%
понимала,13,0.01%
рано,13,0.01%
становилось,13,0.01%
графиню,13,0.01%
Берга,13,0.01%
дожидаясь,13,0.01%
Какая,13,0.01%
делается,13,0.01%
службе,13,0.01%
Вейротер,13,0.01%
высокий,13,0.01%
grand,13,0.01%
необходимость,13,0.01%
гусары,13,0.01%
уши,13,0.01%
видели,13,0.01%
боится,13,0.01%
восторженно,13,0.01%
известия,13,0.01%
состояла,13,0.01%
Диммлер,13,0.01%
лежали,13,0.01%
Впрочем,13,0.01%
неужели,13,0.01%
снял,13,0.01%
пришло,13,0.01%
узнав,13,0.01%
живо,13,0.01%
имени,13,0.01%
полу,13,0.01%
die,13,0.01%
Увидав,13,0.01%
amie,13,0.01%
либо,13,0.01%
братство,13,0.01%
крыльца,13,0.01%
страстно,13,0.01%
французским,13,0.01%
стихи,13,0.01%
отыскивать,13,0.01%
виду,13,0.01%
cela,13,0.01%
армией,13,0.01%
боясь,13,0.01%
готово,13,0.01%
пехоты,13,0.01%
Уже,13,0.01%
знакомых,13,0.01%
Михаил,13,0.01%
пришла,13,0.01%
столе,13,0.01%
положением,13,0.01%
voir,13,0.01%
Нельзя,13,0.01%
солнца,13,0.01%
солнце,13,0.01%
ничем,13,0.01%
самим,13,0.01%
двадцать,13,0.01%
пришли,13,0.01%
старые,13,0.01%
французских,13,0.01%
большом,13,0.01%
находилась,13,0.01%
солдатами,13,0.01%
старых,13,0.01%
барина,13,0.01%
вечере,13,0.01%
жизнью,13,0.01%
красивый,13,0.01%
фланг,13,0.01%
поля,13,0.01%
русский,13,0.01%
скучно,12,0.01%
радостью,12,0.01%
вздор,12,0.01%
силу,12,0.01%
подробности,12,0.01%
замечал,12,0.01%
думая,12,0.01%
увидать,12,0.01%
непременно,12,0.01%
сил,12,0.01%
Annette,12,0.01%
остаться,12,0.01%
думали,12,0.01%
сказано,12,0.01%
хороший,12,0.01%
пушки,12,0.01%
шло,12,0.01%
моем,12,0.01%
Этот,12,0.01%
упорно,12,0.01%
договорил,12,0.01%
взглядывая,12,0.01%
Марьей,12,0.01%
война,12,0.01%
Карай,12,0.01%
квартире,12,0.01%
выходить,12,0.01%
подъезжал,12,0.01%
княгине,12,0.01%
остался,12,0.01%
француз,12,0.01%
сражении,12,0.01%
лег,12,0.01%
lEmpereur,12,0.01%
нехорошо,12,0.01%
ряд,12,0.01%
chez,12,0.01%
девочка,12,0.01%
хочется,12,0.01%
лес,12,0.01%
клубе,12,0.01%
chose,12,0.01%
Метивье,12,0.01%
выстрела,12,0.01%
белыми,12,0.01%
белым,12,0.01%
шутить,12,0.01%
рассказы,12,0.01%
мальчик,12,0.01%
последнем,12,0.01%
красным,12,0.01%
едет,12,0.01%
Ее,12,0.01%
jai,12,0.01%
полю,12,0.01%
взяли,12,0.01%
массы,12,0.01%
мастер,12,0.01%
сто,12,0.01%
ложи,12,0.01%
больно,12,0.01%
любовью,12,0.01%
чужой,12,0.01%
поразило,12,0.01%
ездить,12,0.01%
ребенок,12,0.01%
повторял,12,0.01%
малейшего,12,0.01%
ничто,12,0.01%
выстрел,12,0.01%
крайней,12,0.01%
подумать,12,0.01%
Долохову,12,0.01%
вашим,12,0.01%
жили,12,0.01%
белых,12,0.01%
красивой,12,0.01%
Скажите,12,0.01%
планы,12,0.01%
вздохнула,12,0.01%
недели,12,0.01%
недалеко,12,0.01%
позе,12,0.01%
самую,12,0.01%
дурного,12,0.01%
члены,12,0.01%
кричать,12,0.01%
членов,12,0.01%
вашему,12,0.01%
Действительно,12,0.01%
savez,12,0.01%
Давно,12,0.01%
страхом,12,0.01%
привычке,12,0.01%
Там,12,0.01%
белой,12,0.01%
хорошего,12,0.01%
крестьян,12,0.01%
матушка,12,0.01%
ранен,12,0.01%
дуэль,12,0.01%
лично,12,0.01%
криком,12,0.01%
переносить,12,0.01%
добрый,12,0.01%
кричала,12,0.01%
пари,12,0.01%
ужасом,12,0.01%
Господа,12,0.01%
гончих,12,0.01%
вздохом,12,0.01%
победе,12,0.01%
детства,12,0.01%
начальство,12,0.01%
отказаться,12,0.01%
мрачно,12,0.01%
Анатолю,12,0.01%
человеческого,12,0.01%
табакерку,12,0.01%
